1	193
1	1130
1	1707
1	1860
1	2437
1	2994
1	4171
1	4226
1	4515
1	4541
2	46
2	127
2	1019
2	1105
2	1669
2	3295
2	3371
2	4477
2	4554
2	4754
3	196
3	1353
3	1361
3	2056
3	3648
3	4172
3	4218
3	4341
3	4740
3	4748
4	1603
4	1857
4	3186
4	3803
4	4265
4	4457
4	4478
4	4508
4	4833
4	4938
5	825
5	1089
5	1321
5	1675
5	2047
5	2135
5	2729
5	3208
5	4143
5	4334
6	626
6	1828
6	1841
6	1939
6	2876
6	2978
6	3029
6	4078
6	4380
6	4821
7	386
7	1310
7	2154
7	2878
7	4344
7	4363
7	4517
7	4563
7	4870
7	4914
8	862
8	1236
8	1311
8	1864
8	4266
8	4418
8	4719
8	4720
8	4735
8	4964
9	542
9	729
9	2290
9	3045
9	3157
9	3951
9	4082
9	4494
9	4596
9	4647
10	74
10	1518
10	1608
10	1745
10	2239
10	4120
10	4274
10	4581
10	4671
10	4675
11	399
11	3043
11	3328
11	3373
11	3731
11	4139
11	4628
11	4734
11	4864
11	4925
12	1213
12	2538
12	4135
12	4344
12	4363
12	4373
12	4607
12	4914
12	4936
12	4983
13	54
13	808
13	1988
13	3384
13	3764
13	3848
13	4750
13	4849
13	4953
13	4968
14	190
14	884
14	1253
14	1397
14	2280
14	2887
14	3094
14	3232
14	4152
14	4791
15	488
15	1458
15	1557
15	2380
15	2836
15	3198
15	3341
15	4358
15	4523
15	4763
16	95
16	611
16	645
16	1776
16	2322
16	3191
16	3418
16	3648
16	3840
16	4928
17	945
17	1434
17	2060
17	2405
17	3177
17	3317
17	4221
17	4473
17	4613
17	4996
18	1631
18	2336
18	2879
18	3023
18	3844
18	3904
18	4616
18	4639
18	4919
18	4964
19	837
19	2730
19	2945
19	2957
19	2998
19	3215
19	3406
19	3444
19	4020
19	4332
20	784
20	870
20	1663
20	1818
20	2476
20	2602
20	3562
20	4465
20	4676
20	4974
21	1535
21	2096
21	2165
21	2568
21	2569
21	2612
21	3801
21	4201
21	4329
21	4620
22	450
22	1712
22	2082
22	3259
22	3694
22	3920
22	4267
22	4355
22	4478
22	4586
23	71
23	646
23	1410
23	3008
23	3336
23	3799
23	3824
23	4170
23	4443
23	4752
24	2032
24	2153
24	2775
24	3418
24	3923
24	4283
24	4550
24	4736
24	4790
24	4950
25	222
25	913
25	1172
25	1983
25	2447
25	2567
25	3260
25	3294
25	4224
25	4747
26	429
26	732
26	1248
26	1352
26	2120
26	3853
26	3936
26	4212
26	4895
26	4919
27	1190
27	2098
27	2446
27	3082
27	3416
27	3547
27	3737
27	3895
27	4002
27	4750
28	1485
28	1720
28	2862
28	2865
28	2922
28	3357
28	3579
28	4545
28	4873
28	4890
29	1096
29	1713
29	2289
29	2448
29	3562
29	3607
29	3743
29	4557
29	4823
29	4940
30	1143
30	1797
30	2545
30	2793
30	4324
30	4602
30	4652
30	4666
30	4798
30	4894
31	570
31	1450
31	1530
31	1962
31	2289
31	2850
31	4282
31	4495
31	4879
31	4901
32	522
32	1215
32	1667
32	2106
32	2119
32	2203
32	2243
32	3058
32	4135
32	4619
33	377
33	992
33	2688
33	2892
33	3337
33	3705
33	4208
33	4337
33	4359
33	4886
34	325
34	2208
34	3016
34	3096
34	3505
34	3538
34	3794
34	4335
34	4451
34	4986
35	206
35	941
35	1181
35	1963
35	2517
35	3352
35	3590
35	4111
35	4133
35	4797
36	1744
36	2061
36	2683
36	3099
36	3829
36	4069
36	4331
36	4453
36	4745
36	4884
37	296
37	443
37	884
37	1532
37	2708
37	3140
37	3435
37	3489
37	3679
37	4215
38	533
38	2490
38	3515
38	3537
38	3849
38	3861
38	3897
38	3902
38	4180
38	4885
39	1824
39	2061
39	2449
39	2502
39	3048
39	3230
39	4058
39	4172
39	4675
39	4708
40	753
40	814
40	1245
40	1534
40	1682
40	3838
40	4018
40	4450
40	4755
40	4794
41	569
41	634
41	2129
41	2456
41	3075
41	3205
41	3518
41	4689
41	4849
41	4982
42	298
42	887
42	1338
42	1476
42	1652
42	2721
42	3042
42	3587
42	4554
42	4824
43	594
43	2660
43	3137
43	3362
43	3498
43	3716
43	4335
43	4736
43	4743
43	4784
44	2655
44	2980
44	3191
44	3359
44	3712
44	3809
44	4253
44	4306
44	4727
44	4781
45	192
45	479
45	1225
45	3177
45	3259
45	3814
45	3830
45	4271
45	4318
45	4991
46	2
46	736
46	2033
46	3008
46	3081
46	4467
46	4484
46	4738
46	4818
46	4939
47	2700
47	2802
47	3201
47	3648
47	3772
47	4200
47	4347
47	4357
47	4473
47	4937
48	2602
48	2950
48	3171
48	3350
48	4216
48	4308
48	4321
48	4696
48	4873
48	4908
49	61
49	76
49	1502
49	2807
49	2904
49	3315
49	3348
49	4656
49	4770
49	4791
50	672
50	1325
50	2076
50	2163
50	2854
50	3358
50	3743
50	4178
50	4916
50	4940
51	403
51	1703
51	1949
51	2184
51	2990
51	4170
51	4387
51	4642
51	4799
51	4967
52	519
52	1089
52	2176
52	2688
52	2796
52	2826
52	3437
52	3620
52	4600
52	4931
53	112
53	1345
53	2207
53	2257
53	2337
53	3597
53	4189
53	4454
53	4487
53	4970
54	13
54	363
54	600
54	793
54	1032
54	1724
54	3406
54	3921
54	4593
54	4936
55	353
55	1535
55	1623
55	3065
55	3490
55	3675
55	3909
55	3947
55	4214
55	4229
56	615
56	771
56	844
56	999
56	1670
56	1888
56	3403
56	3770
56	4154
56	4693
57	487
57	826
57	1173
57	1452
57	2507
57	3011
57	3866
57	4263
57	4468
57	4813
58	179
58	1365
58	1598
58	1622
58	2352
58	3753
58	4045
58	4697
58	4931
58	4992
59	2887
59	2950
59	3347
59	3467
59	4154
59	4383
59	4646
59	4793
59	4835
59	4923
60	387
60	1509
60	1700
60	1790
60	2879
60	4090
60	4794
60	4795
60	4815
60	4927
61	49
61	646
61	1533
61	3229
61	3710
61	4167
61	4285
61	4525
61	4788
61	4943
62	102
62	143
62	1172
62	1895
62	3450
62	3785
62	3879
62	4239
62	4629
62	4680
63	755
63	1122
63	1184
63	1675
63	3302
63	3503
63	4279
63	4551
63	4621
63	4629
64	550
64	552
64	605
64	1470
64	3153
64	3896
64	3910
64	4262
64	4499
64	4972
65	430
65	1322
65	1947
65	2418
65	2598
65	3468
65	3752
65	4171
65	4330
65	4452
66	1344
66	1792
66	2311
66	3007
66	3183
66	4433
66	4480
66	4678
66	4756
66	4851
67	415
67	575
67	607
67	640
67	3037
67	3488
67	3524
67	3978
67	4782
67	4794
68	229
68	1017
68	2683
68	3829
68	3894
68	4121
68	4284
68	4408
68	4501
68	4502
69	617
69	1471
69	2386
69	4183
69	4514
69	4586
69	4637
69	4644
69	4920
69	4995
70	613
70	1158
70	1359
70	1870
70	1906
70	2212
70	3990
70	4419
70	4932
70	4977
71	23
71	542
71	1333
71	2758
71	2829
71	3026
71	3469
71	4498
71	4502
71	4660
72	2753
72	2799
72	3195
72	3629
72	4114
72	4163
72	4226
72	4768
72	4887
72	4948
73	796
73	2068
73	3331
73	3536
73	4281
73	4484
73	4549
73	4666
73	4774
73	4923
74	10
74	611
74	803
74	1619
74	1637
74	2532
74	3234
74	3855
74	4031
74	4287
75	1063
75	1671
75	1781
75	3492
75	3528
75	3559
75	4153
75	4518
75	4726
75	4970
76	49
76	2570
76	2747
76	3621
76	3988
76	3992
76	4425
76	4428
76	4791
76	4942
77	108
77	2323
77	2548
77	2549
77	2964
77	3726
77	4059
77	4444
77	4565
77	4595
78	1629
78	1786
78	2463
78	2597
78	3129
78	3347
78	4472
78	4558
78	4752
78	4961
79	1216
79	2106
79	2143
79	2870
79	2888
79	3222
79	3478
79	3553
79	3624
79	4537
80	804
80	1717
80	1823
80	3530
80	3746
80	3853
80	4330
80	4616
80	4685
80	4952
81	126
81	925
81	2940
81	3724
81	3803
81	3856
81	4110
81	4397
81	4755
81	4904
82	368
82	2404
82	2784
82	3283
82	4092
82	4490
82	4530
82	4631
82	4834
82	4981
83	155
83	1003
83	2127
83	3688
83	3982
83	4060
83	4112
83	4270
83	4543
83	4799
84	474
84	2301
84	2704
84	3242
84	3536
84	3605
84	4119
84	4419
84	4699
84	4966
85	640
85	2538
85	2681
85	2749
85	4590
85	4904
